card_id,client_id,account_id,card_number_masked,card_type,card_level,issue_date,expiry_date,card_status
1904,1171,590,4610********1225,mastercard,gold,2023-12-14,2026-12-13,expired
1905,1750,769,4330********6643,mastercard,gold,2025-04-21,2028-04-20,expired
1906,565,18,4585********6014,visa,platinum,2024-11-08,2027-11-08,active
1907,1617,1043,4191********1010,mastercard,platinum,2024-06-24,2027-06-24,blocked
1908,1748,1448,4580********1800,mastercard,gold,2024-08-28,2027-08-28,active
1909,772,2464,4532********9900,mastercard,classic,2025-01-21,2028-01-21,blocked
1910,997,286,4068********1794,mastercard,gold,2023-07-09,2026-07-08,blocked
1911,1975,2639,4470********4941,visa,gold,2025-07-20,2028-07-19,active
1912,1410,429,4380********8275,visa,classic,2025-02-20,2028-02-20,blocked
1913,372,1329,4325********3357,mastercard,gold,2025-11-09,2028-11-08,active
1914,1453,1949,4948********4648,mastercard,platinum,2024-04-04,2027-04-04,expired
1915,1963,670,4070********5896,visa,classic,2024-04-11,2027-04-11,active
1916,1130,32,4225********1335,mastercard,classic,2023-08-12,2026-08-11,blocked
1917,787,1342,4740********7528,visa,platinum,2025-09-06,2028-09-05,expired
1918,447,723,4869********7517,mastercard,gold,2024-08-04,2027-08-04,active
1919,287,952,4470********9173,visa,gold,2025-05-27,2028-05-26,active
1920,433,1915,4544********5620,visa,classic,2025-09-09,2028-09-08,active
1921,1360,2294,4922********5104,visa,classic,2024-03-28,2027-03-28,active
1922,500,215,4524********1078,visa,gold,2025-03-31,2028-03-30,active
1923,1541,990,4465********3064,mastercard,classic,2026-01-15,2029-01-14,active
1924,1982,1165,4350********5040,mastercard,platinum,2023-08-28,2026-08-27,active
1925,943,2793,4335********9758,mastercard,gold,2025-03-17,2028-03-16,blocked
1926,1529,2006,4288********1471,mastercard,classic,2024-03-06,2027-03-06,blocked
1927,1113,327,4576********7206,visa,classic,2024-02-11,2027-02-10,active
1928,371,561,4168********7044,mastercard,classic,2023-09-20,2026-09-19,active
1929,724,1384,4781********4488,visa,platinum,2026-03-11,2029-03-10,active
1930,580,1725,4635********6536,mastercard,gold,2024-02-01,2027-01-31,active
1931,1238,1087,4953********4641,visa,gold,2024-06-06,2027-06-06,expired
1932,254,2684,4943********3282,mastercard,classic,2026-02-24,2029-02-23,active
1933,1827,342,4286********1331,visa,platinum,2025-01-18,2028-01-18,blocked
1934,1306,1654,4401********4011,visa,gold,2023-11-28,2026-11-27,active
1935,1053,148,4101********8952,mastercard,classic,2025-09-07,2028-09-06,expired
1936,1945,2340,4142********3146,visa,gold,2024-04-28,2027-04-28,active
1937,1907,2413,4417********8602,visa,classic,2023-08-02,2026-08-01,active
1938,1773,1108,4700********4944,visa,gold,2026-01-31,2029-01-30,blocked
1939,695,849,4618********4439,mastercard,classic,2024-12-12,2027-12-12,blocked
1940,581,967,4226********3067,mastercard,classic,2025-06-12,2028-06-11,active
1941,367,1073,4124********4778,visa,platinum,2023-11-19,2026-11-18,active
1942,1399,2465,4309********9710,mastercard,classic,2025-10-12,2028-10-11,active
1943,1403,1906,4154********1738,mastercard,classic,2025-12-06,2028-12-05,expired
1944,739,156,4049********2740,visa,platinum,2025-01-28,2028-01-28,active
1945,130,666,4216********7122,visa,gold,2025-09-09,2028-09-08,expired
1946,1453,662,4498********2388,visa,classic,2023-05-17,2026-05-16,active
1947,1140,1003,4661********1355,visa,platinum,2025-07-06,2028-07-05,expired
1948,1675,2342,4663********6596,mastercard,classic,2024-02-13,2027-02-12,blocked
1949,1279,2517,4149********4018,mastercard,gold,2024-08-30,2027-08-30,active
1950,1388,177,4716********9064,visa,platinum,2026-03-23,2029-03-22,active
1951,527,2655,4362********6064,visa,platinum,2024-09-17,2027-09-17,blocked
1952,588,1880,4593********3336,visa,classic,2026-02-14,2029-02-13,active
1953,369,1525,4812********6638,visa,classic,2023-10-08,2026-10-07,active
1954,646,2818,4084********7308,mastercard,gold,2023-05-19,2026-05-18,expired
1955,1998,1204,4786********2236,mastercard,gold,2025-12-03,2028-12-02,blocked
1956,766,25,4296********8226,mastercard,classic,2024-10-19,2027-10-19,blocked
1957,596,2811,4013********2937,mastercard,gold,2024-09-04,2027-09-04,active
1958,174,2810,4693********2710,visa,platinum,2026-03-19,2029-03-18,blocked
1959,1871,2078,4997********9174,mastercard,gold,2024-03-13,2027-03-13,blocked
1960,1388,2300,4348********1957,mastercard,classic,2026-04-13,2029-04-12,blocked
1961,550,876,4663********7849,visa,classic,2026-02-25,2029-02-24,active
1962,1576,2900,4802********3623,visa,platinum,2025-05-11,2028-05-10,active
1963,1522,939,4488********9969,visa,gold,2025-09-09,2028-09-08,active
1964,1081,2698,4816********1980,visa,classic,2026-01-28,2029-01-27,active
1965,607,1553,4070********2865,mastercard,gold,2023-06-19,2026-06-18,expired
1966,921,347,4696********8238,visa,gold,2024-10-18,2027-10-18,blocked
1967,522,2508,4647********8005,visa,gold,2024-12-06,2027-12-06,active
1968,1798,2972,4138********3476,visa,platinum,2026-03-04,2029-03-03,blocked
1969,1571,2038,4126********9833,mastercard,platinum,2024-01-06,2027-01-05,active
1970,1942,1927,4073********3261,mastercard,platinum,2023-08-21,2026-08-20,expired
1971,1430,386,4737********5660,mastercard,gold,2026-03-28,2029-03-27,active
1972,762,1830,4933********9158,visa,classic,2024-11-18,2027-11-18,active
1973,660,2162,4866********3494,mastercard,classic,2024-08-28,2027-08-28,active
1974,1128,2509,4041********1473,visa,gold,2024-05-03,2027-05-03,active
1975,131,2197,4791********5024,visa,classic,2024-02-13,2027-02-12,active
1976,187,244,4212********3346,mastercard,gold,2024-05-25,2027-05-25,active
1977,1157,2087,4613********9228,mastercard,gold,2026-01-16,2029-01-15,expired
1978,1283,1827,4213********3077,mastercard,platinum,2024-06-24,2027-06-24,active
1979,1461,937,4105********9042,visa,platinum,2026-01-02,2029-01-01,blocked
1980,1130,1690,4422********6611,visa,gold,2025-04-02,2028-04-01,active
1981,1690,2581,4941********9581,visa,classic,2025-05-21,2028-05-20,active
1982,1409,313,4100********5502,visa,gold,2026-03-18,2029-03-17,active
1983,860,1460,4167********8011,mastercard,gold,2023-08-22,2026-08-21,active
1984,1764,2926,4441********8292,visa,gold,2024-11-09,2027-11-09,active
1985,1509,2108,4824********3367,mastercard,classic,2024-11-18,2027-11-18,active
1986,689,1333,4323********6659,visa,classic,2025-08-17,2028-08-16,blocked
1987,986,969,4972********6987,mastercard,gold,2025-10-20,2028-10-19,blocked
1988,1312,1455,4628********8688,mastercard,gold,2025-02-13,2028-02-13,expired
1989,749,661,4451********9377,mastercard,platinum,2024-01-24,2027-01-23,blocked
1990,1011,1935,4163********3698,mastercard,platinum,2024-12-28,2027-12-28,active
1991,1890,936,4725********7022,visa,classic,2025-04-03,2028-04-02,active
1992,1970,371,4416********3262,mastercard,classic,2023-09-16,2026-09-15,blocked
1993,778,567,4592********3123,mastercard,gold,2025-07-03,2028-07-02,blocked
1994,1048,1974,4546********6469,visa,classic,2026-01-20,2029-01-19,active
1995,749,1855,4887********7909,visa,gold,2025-04-05,2028-04-04,blocked
1996,1015,1025,4728********9064,visa,platinum,2023-08-24,2026-08-23,active
1997,1313,825,4757********6235,visa,platinum,2025-09-22,2028-09-21,blocked
1998,1761,983,4598********4530,mastercard,platinum,2024-05-26,2027-05-26,active
1999,950,2673,4887********3268,visa,classic,2025-12-19,2028-12-18,expired
2000,515,2957,4112********5934,mastercard,platinum,2025-09-01,2028-08-31,active
2001,1957,1646,4922********1071,visa,classic,2024-01-17,2027-01-16,active
2002,1264,2583,4299********9084,mastercard,platinum,2024-01-19,2027-01-18,active
2003,1099,2246,4293********6650,mastercard,platinum,2023-08-18,2026-08-17,expired
2004,712,2119,4474********3243,mastercard,classic,2026-01-24,2029-01-23,expired
2005,1724,814,4298********1850,mastercard,classic,2024-09-22,2027-09-22,active
2006,917,1793,4235********9678,visa,classic,2025-01-05,2028-01-05,active
2007,331,1431,4463********3359,visa,classic,2024-11-29,2027-11-29,blocked
2008,1169,779,4660********3556,visa,platinum,2023-10-01,2026-09-30,active
2009,93,1750,4324********2049,mastercard,gold,2026-03-28,2029-03-27,blocked
2010,1539,1321,4784********8295,visa,gold,2026-01-11,2029-01-10,active
2011,1413,2400,4416********4599,visa,platinum,2026-01-11,2029-01-10,blocked
2012,1151,2872,4205********1071,visa,classic,2023-08-11,2026-08-10,active
2013,1973,1053,4904********3482,visa,classic,2024-09-16,2027-09-16,expired
2014,975,2322,4299********9247,mastercard,classic,2025-12-20,2028-12-19,blocked
2015,185,1014,4836********5147,visa,classic,2025-03-04,2028-03-03,active
2016,82,1929,4433********8395,mastercard,classic,2023-06-18,2026-06-17,expired
2017,1887,1402,4170********9851,mastercard,gold,2025-09-14,2028-09-13,active
2018,945,1823,4714********4388,mastercard,classic,2026-02-13,2029-02-12,active
2019,1137,2248,4655********5148,mastercard,gold,2026-01-12,2029-01-11,expired
2020,1943,2494,4136********1393,mastercard,gold,2024-09-16,2027-09-16,active
2021,1398,2592,4581********1851,visa,classic,2025-05-13,2028-05-12,active
2022,1347,127,4267********7055,visa,platinum,2025-02-07,2028-02-07,active
2023,333,2092,4383********1817,visa,classic,2024-01-06,2027-01-05,active
2024,1515,2135,4920********6436,mastercard,gold,2023-12-28,2026-12-27,active
2025,1203,888,4486********6652,visa,platinum,2025-08-10,2028-08-09,active
2026,1767,2457,4221********9583,visa,gold,2025-02-19,2028-02-19,active
2027,1290,1348,4653********2116,visa,gold,2025-09-22,2028-09-21,active
2028,1834,1008,4278********4964,visa,gold,2025-05-19,2028-05-18,blocked
2029,1278,356,4394********9338,mastercard,classic,2025-07-06,2028-07-05,active
2030,652,1004,4853********6409,visa,platinum,2026-01-24,2029-01-23,active
2031,1592,1484,4281********9438,visa,gold,2025-12-26,2028-12-25,active
2032,903,683,4469********6238,mastercard,platinum,2025-03-24,2028-03-23,active
2033,1924,828,4201********1689,visa,classic,2026-01-06,2029-01-05,blocked
2034,1150,2851,4528********6206,mastercard,gold,2023-12-16,2026-12-15,blocked
2035,528,2205,4112********8979,mastercard,platinum,2024-01-22,2027-01-21,active
2036,1211,2692,4036********2494,visa,classic,2023-11-10,2026-11-09,blocked
2037,1574,985,4809********2682,mastercard,platinum,2024-06-13,2027-06-13,expired
2038,656,1234,4710********4345,mastercard,platinum,2025-05-28,2028-05-27,active
2039,1765,2554,4446********2530,visa,gold,2023-06-22,2026-06-21,expired
2040,715,1640,4950********7377,mastercard,platinum,2024-03-30,2027-03-30,blocked
2041,1262,141,4115********2395,mastercard,gold,2024-04-30,2027-04-30,blocked
2042,1986,218,4364********9541,visa,platinum,2023-07-13,2026-07-12,active
2043,1436,2466,4163********7780,visa,gold,2023-06-06,2026-06-05,active
2044,1346,363,4736********6256,visa,gold,2025-01-20,2028-01-20,expired
2045,1070,2665,4212********7142,visa,gold,2024-06-29,2027-06-29,active
2046,1777,346,4659********9832,visa,platinum,2023-09-06,2026-09-05,active
2047,1300,2059,4432********6360,mastercard,platinum,2026-03-14,2029-03-13,active
2048,1493,23,4558********7055,visa,gold,2024-12-01,2027-12-01,active
2049,1159,712,4253********9342,visa,gold,2025-10-26,2028-10-25,active
2050,1709,2950,4397********7556,visa,classic,2024-02-18,2027-02-17,blocked
2051,655,11,4927********8896,mastercard,platinum,2024-03-11,2027-03-11,active
2052,886,2417,4068********6410,mastercard,gold,2024-10-15,2027-10-15,blocked
2053,639,1835,4561********8944,visa,classic,2025-09-27,2028-09-26,active
2054,948,794,4006********3484,mastercard,classic,2024-10-30,2027-10-30,active
2055,1061,2766,4922********8569,visa,gold,2025-04-12,2028-04-11,blocked
2056,557,95,4440********4636,mastercard,gold,2025-09-27,2028-09-26,active
2057,846,130,4653********7078,visa,classic,2023-05-22,2026-05-21,active
2058,1949,1901,4128********9484,mastercard,gold,2024-01-18,2027-01-17,blocked
2059,1795,2410,4109********4908,visa,platinum,2026-01-06,2029-01-05,blocked
2060,229,1933,4837********4120,visa,platinum,2024-07-26,2027-07-26,expired
2061,1316,2670,4946********8731,visa,platinum,2023-05-09,2026-05-08,active
2062,1115,1866,4654********8482,visa,platinum,2024-10-08,2027-10-08,active
2063,380,1659,4972********8926,mastercard,gold,2024-09-08,2027-09-08,blocked
2064,831,517,4941********2899,visa,platinum,2024-01-26,2027-01-25,active
2065,12,1858,4143********6227,visa,platinum,2025-03-18,2028-03-17,blocked
2066,336,1278,4668********9256,mastercard,classic,2026-01-23,2029-01-22,active
2067,1220,951,4798********2007,visa,gold,2025-09-03,2028-09-02,active
2068,1548,1121,4149********2199,visa,classic,2024-08-14,2027-08-14,active
2069,284,420,4144********4169,mastercard,platinum,2024-05-11,2027-05-11,active
2070,1758,923,4500********4548,visa,gold,2024-06-14,2027-06-14,blocked
2071,1648,2729,4869********8324,mastercard,classic,2024-01-31,2027-01-30,expired
2072,615,478,4854********7999,visa,platinum,2025-07-29,2028-07-28,expired
2073,806,2036,4596********8778,visa,gold,2025-05-19,2028-05-18,active
2074,608,2178,4726********8118,mastercard,gold,2024-03-31,2027-03-31,blocked
2075,1868,1693,4788********8458,mastercard,gold,2024-04-29,2027-04-29,active
2076,1914,2213,4621********7187,visa,classic,2025-01-13,2028-01-13,active
2077,1951,1472,4797********5358,visa,classic,2024-01-18,2027-01-17,expired
2078,491,1203,4730********7007,visa,classic,2024-11-26,2027-11-26,active
2079,535,1670,4967********3267,mastercard,platinum,2024-10-26,2027-10-26,active
2080,1362,2775,4200********8518,visa,platinum,2025-01-04,2028-01-04,active
2081,1031,1971,4130********2445,visa,gold,2024-03-25,2027-03-25,active
2082,1510,821,4638********1217,mastercard,classic,2024-12-12,2027-12-12,active
2083,621,1998,4709********5661,mastercard,platinum,2023-04-28,2026-04-27,active
2084,1155,2869,4431********1820,visa,gold,2023-11-03,2026-11-02,blocked
2085,729,1249,4807********2872,visa,gold,2023-05-09,2026-05-08,active
2086,1373,2873,4763********2575,visa,classic,2025-02-22,2028-02-22,blocked
2087,1094,2650,4725********3480,mastercard,classic,2024-07-28,2027-07-28,active
2088,1813,1047,4516********1535,visa,gold,2024-06-23,2027-06-23,active
2089,1889,1889,4573********4423,mastercard,gold,2023-11-29,2026-11-28,active
2090,290,616,4612********8466,visa,classic,2025-06-07,2028-06-06,active
2091,1365,1319,4295********9316,visa,gold,2024-10-19,2027-10-19,blocked
2092,61,2885,4915********2462,visa,classic,2025-04-21,2028-04-20,active
2093,1749,2461,4584********7601,mastercard,platinum,2025-05-15,2028-05-14,active
2094,206,1773,4837********5131,mastercard,classic,2025-02-26,2028-02-26,expired
2095,817,2952,4946********7769,mastercard,gold,2025-01-01,2028-01-01,active
2096,446,132,4831********3552,visa,classic,2023-09-15,2026-09-14,active
2097,910,78,4965********9107,visa,platinum,2025-04-27,2028-04-26,blocked
2098,960,2053,4433********6977,visa,platinum,2024-09-23,2027-09-23,active
2099,1090,725,4317********7436,mastercard,gold,2023-09-09,2026-09-08,expired
2100,552,1315,4923********3727,mastercard,platinum,2023-12-15,2026-12-14,active
2101,1708,1852,4297********1042,visa,classic,2024-03-17,2027-03-17,active
2102,904,2297,4021********9947,mastercard,platinum,2025-04-14,2028-04-13,active
2103,922,2487,4088********5983,mastercard,classic,2025-12-27,2028-12-26,active
2104,874,1373,4088********1394,mastercard,gold,2023-10-07,2026-10-06,active
2105,1264,1856,4843********3346,mastercard,classic,2025-05-19,2028-05-18,blocked
2106,863,1320,4977********4324,visa,platinum,2024-03-03,2027-03-03,active
2107,36,2875,4240********6247,mastercard,platinum,2026-01-26,2029-01-25,active
2108,1467,2172,4390********4289,visa,classic,2025-03-20,2028-03-19,active
2109,729,376,4058********1617,visa,platinum,2024-09-19,2027-09-19,expired
2110,1878,1909,4602********4846,visa,platinum,2024-01-12,2027-01-11,blocked
2111,107,334,4533********2867,visa,gold,2024-04-30,2027-04-30,expired
2112,1913,2252,4990********1734,visa,platinum,2024-06-26,2027-06-26,active
2113,1472,2737,4343********5565,visa,gold,2025-02-23,2028-02-23,expired
2114,1502,1605,4901********3944,visa,platinum,2024-07-22,2027-07-22,active
2115,1366,1119,4050********5300,visa,platinum,2024-06-06,2027-06-06,blocked
2116,1224,2829,4427********7958,visa,classic,2024-05-17,2027-05-17,blocked
2117,1916,1944,4403********3791,visa,platinum,2026-02-15,2029-02-14,active
2118,8,2262,4143********3246,mastercard,platinum,2023-07-03,2026-07-02,active
2119,1559,2550,4357********5965,mastercard,platinum,2025-03-27,2028-03-26,active
2120,85,1343,4787********8503,visa,gold,2023-08-14,2026-08-13,active
2121,558,321,4075********2446,visa,gold,2025-03-04,2028-03-03,expired
2122,554,1620,4969********4474,visa,classic,2024-06-12,2027-06-12,expired
2123,1260,2448,4443********9146,visa,platinum,2025-08-27,2028-08-26,blocked
2124,1744,2061,4633********9254,mastercard,classic,2023-12-31,2026-12-30,active
2125,1130,1674,4571********3044,mastercard,classic,2023-09-09,2026-09-08,blocked
2126,1637,1943,4620********4813,mastercard,gold,2024-06-24,2027-06-24,active
2127,784,261,4663********1471,visa,gold,2026-02-10,2029-02-09,blocked
2128,1876,2355,4437********8846,visa,platinum,2023-07-28,2026-07-27,blocked
2129,660,2040,4490********7522,visa,platinum,2026-03-09,2029-03-08,expired
2130,1412,690,4555********4551,mastercard,classic,2025-03-05,2028-03-04,blocked
2131,684,902,4557********9617,mastercard,classic,2024-02-25,2027-02-24,active
2132,1307,2027,4746********7496,visa,gold,2023-08-15,2026-08-14,blocked
2133,1400,139,4176********3603,visa,gold,2023-09-02,2026-09-01,blocked
2134,335,1918,4445********8272,visa,platinum,2023-10-06,2026-10-05,active
2135,1889,1829,4458********7505,visa,gold,2025-08-24,2028-08-23,active
2136,422,1574,4173********4068,visa,gold,2024-04-27,2027-04-27,active
2137,280,320,4594********4962,mastercard,platinum,2023-10-31,2026-10-30,expired
2138,950,654,4108********3221,mastercard,gold,2024-04-13,2027-04-13,expired
2139,476,2138,4488********8868,mastercard,classic,2024-03-22,2027-03-22,blocked
2140,382,2323,4330********9126,mastercard,gold,2023-08-30,2026-08-29,active
2141,1864,559,4562********4079,mastercard,platinum,2024-05-09,2027-05-09,expired
2142,624,113,4025********6195,visa,classic,2023-12-07,2026-12-06,active
2143,828,532,4127********8222,visa,gold,2024-03-25,2027-03-25,active
2144,198,225,4494********4087,visa,classic,2025-03-17,2028-03-16,expired
2145,1838,724,4980********6775,mastercard,gold,2025-03-21,2028-03-20,active
2146,519,2429,4547********9730,mastercard,classic,2025-11-15,2028-11-14,active
2147,109,2571,4861********6052,mastercard,classic,2025-02-14,2028-02-14,active
2148,1609,1434,4893********6915,visa,classic,2023-08-19,2026-08-18,expired
2149,1824,2330,4188********5290,mastercard,platinum,2024-11-17,2027-11-17,active
2150,830,1459,4535********8327,mastercard,gold,2024-11-20,2027-11-20,blocked
2151,263,2702,4050********4816,visa,classic,2024-05-11,2027-05-11,expired
2152,620,847,4200********1295,visa,classic,2023-10-28,2026-10-27,active
2153,155,194,4348********1216,visa,platinum,2025-08-18,2028-08-17,expired
2154,1604,1465,4400********1591,mastercard,gold,2023-04-25,2026-04-24,active
2155,866,947,4585********1376,mastercard,platinum,2025-03-10,2028-03-09,expired
2156,582,2022,4352********3445,visa,classic,2025-06-13,2028-06-12,active
2157,1683,1630,4871********4097,mastercard,platinum,2025-02-19,2028-02-19,active
2158,1070,118,4840********2950,visa,gold,2025-03-08,2028-03-07,active
2159,1788,646,4907********1685,visa,gold,2024-06-28,2027-06-28,active
2160,909,1871,4020********3229,mastercard,classic,2023-06-22,2026-06-21,blocked
2161,1134,4,4666********7938,visa,gold,2024-10-06,2027-10-06,expired
2162,1333,75,4462********6955,visa,gold,2025-01-09,2028-01-09,active
2163,199,1756,4025********6351,mastercard,platinum,2024-01-30,2027-01-29,active
2164,1080,468,4826********5539,mastercard,gold,2025-08-11,2028-08-10,expired
2165,162,6,4376********7684,mastercard,gold,2023-12-14,2026-12-13,active
2166,1487,1247,4737********7232,mastercard,classic,2025-08-12,2028-08-11,active
2167,1798,920,4661********5979,mastercard,gold,2023-04-30,2026-04-29,active
2168,1792,229,4260********6411,visa,gold,2023-08-08,2026-08-07,blocked
2169,492,1064,4671********8030,mastercard,gold,2024-10-07,2027-10-07,expired
2170,1402,243,4203********5385,visa,gold,2023-11-07,2026-11-06,expired
2171,788,2280,4759********4746,mastercard,platinum,2023-12-03,2026-12-02,expired
2172,1300,1161,4967********8028,visa,gold,2024-11-02,2027-11-02,blocked
2173,1736,2514,4221********8113,mastercard,gold,2023-05-27,2026-05-26,expired
2174,644,1527,4320********4937,visa,classic,2024-05-12,2027-05-12,blocked
2175,449,1606,4484********6978,mastercard,classic,2023-08-24,2026-08-23,expired
2176,891,2785,4922********5763,visa,classic,2024-03-16,2027-03-16,blocked
2177,1663,2667,4789********4578,mastercard,gold,2025-08-19,2028-08-18,active
2178,697,2666,4892********8055,mastercard,platinum,2024-04-29,2027-04-29,active
2179,1453,1990,4364********1389,mastercard,gold,2024-08-29,2027-08-29,active
2180,339,2610,4369********1522,visa,platinum,2024-07-25,2027-07-25,active
2181,1832,1976,4410********8593,visa,platinum,2026-03-21,2029-03-20,active
2182,347,1762,4052********8501,visa,gold,2023-08-24,2026-08-23,active
2183,1293,1306,4939********4213,visa,platinum,2024-01-14,2027-01-13,blocked
2184,1739,1542,4457********4723,mastercard,classic,2023-06-28,2026-06-27,expired
2185,1417,623,4322********5417,mastercard,platinum,2023-10-18,2026-10-17,active
2186,233,2314,4247********1468,visa,gold,2023-04-26,2026-04-25,active
2187,356,1494,4343********6753,visa,gold,2024-10-07,2027-10-07,active
2188,1339,111,4692********3173,visa,gold,2025-05-06,2028-05-05,active
2189,1260,2488,4023********4030,visa,gold,2024-12-25,2027-12-25,active
2190,360,1170,4351********4718,visa,classic,2024-04-06,2027-04-06,blocked
2191,225,2462,4610********5338,visa,classic,2025-05-16,2028-05-15,blocked
2192,528,233,4635********6416,visa,classic,2025-03-11,2028-03-10,active
2193,37,67,4114********3330,visa,platinum,2024-04-10,2027-04-10,active
2194,1328,2708,4589********1478,mastercard,classic,2025-05-25,2028-05-24,blocked
2195,335,2073,4366********4025,mastercard,gold,2023-12-08,2026-12-07,active
2196,441,2193,4564********8112,mastercard,classic,2023-07-02,2026-07-01,active
2197,1138,537,4113********1837,mastercard,gold,2024-02-01,2027-01-31,active
2198,1185,126,4541********4152,mastercard,gold,2024-07-13,2027-07-13,active
2199,464,2134,4350********2314,mastercard,platinum,2024-01-22,2027-01-21,blocked
2200,24,1255,4041********2324,visa,gold,2025-05-29,2028-05-28,active
2201,462,2485,4080********8809,mastercard,gold,2025-11-22,2028-11-21,active
2202,1401,1977,4320********4603,mastercard,platinum,2024-03-04,2027-03-04,active
2203,988,2463,4945********7846,visa,gold,2026-04-05,2029-04-04,active
2204,1227,2489,4556********2763,mastercard,gold,2024-01-15,2027-01-14,active
2205,101,2076,4253********8246,mastercard,gold,2024-12-14,2027-12-14,active
2206,1098,485,4863********3300,visa,platinum,2025-11-29,2028-11-28,active
2207,897,1655,4850********8792,mastercard,gold,2023-07-08,2026-07-07,active
2208,872,2677,4779********7969,mastercard,classic,2025-01-21,2028-01-21,active
2209,383,2551,4771********7951,visa,platinum,2024-11-22,2027-11-22,active
2210,1263,2406,4538********2941,mastercard,gold,2025-06-17,2028-06-16,active
2211,281,1775,4014********1970,mastercard,platinum,2025-10-29,2028-10-28,active
2212,997,919,4085********8069,visa,classic,2024-07-25,2027-07-25,active
2213,93,1647,4945********6505,visa,gold,2023-06-17,2026-06-16,blocked
2214,399,1027,4963********1971,mastercard,gold,2026-02-20,2029-02-19,active
2215,513,1031,4729********6405,visa,classic,2025-05-26,2028-05-25,blocked
2216,98,883,4451********4728,visa,classic,2026-04-03,2029-04-02,active
2217,84,1336,4287********4754,visa,gold,2024-02-06,2027-02-05,expired
2218,918,2223,4352********2481,mastercard,platinum,2024-06-02,2027-06-02,active
2219,1382,365,4058********3379,mastercard,platinum,2025-09-23,2028-09-22,active
2220,1727,2126,4410********5878,mastercard,classic,2026-02-07,2029-02-06,active
2221,119,28,4566********3878,visa,classic,2025-12-21,2028-12-20,active
2222,1452,474,4261********3171,mastercard,gold,2023-06-01,2026-05-31,active
2223,1013,526,4452********7202,mastercard,classic,2024-05-09,2027-05-09,expired
2224,944,726,4624********2047,visa,platinum,2023-11-13,2026-11-12,active
2225,1744,56,4299********1397,mastercard,platinum,2025-01-01,2028-01-01,active
2226,938,639,4198********2393,visa,platinum,2023-12-04,2026-12-03,active
2227,538,303,4254********8141,mastercard,classic,2024-08-30,2027-08-30,active
2228,1405,2609,4907********1624,visa,platinum,2025-01-01,2028-01-01,expired
2229,763,1277,4495********8924,visa,platinum,2024-10-30,2027-10-30,active
2230,433,2636,4328********1258,mastercard,classic,2023-12-27,2026-12-26,expired
2231,858,625,4117********8662,visa,gold,2025-10-06,2028-10-05,active
2232,99,2056,4828********2052,mastercard,classic,2024-07-14,2027-07-14,active
2233,183,1281,4521********2827,mastercard,classic,2023-08-31,2026-08-30,expired
2234,1711,1050,4085********1877,mastercard,classic,2026-04-09,2029-04-08,expired
2235,1605,337,4159********3567,visa,platinum,2025-02-06,2028-02-06,expired
2236,1509,48,4252********7505,visa,gold,2025-01-17,2028-01-17,blocked
2237,1007,107,4223********8544,mastercard,gold,2026-03-27,2029-03-26,active
2238,1273,1080,4791********1440,mastercard,classic,2025-07-06,2028-07-05,expired
2239,209,1145,4526********8392,mastercard,classic,2025-05-25,2028-05-24,blocked
2240,221,2441,4658********5784,mastercard,platinum,2023-07-03,2026-07-02,expired
2241,321,1837,4860********2326,mastercard,classic,2024-09-16,2027-09-16,active
2242,1215,1754,4260********5491,mastercard,classic,2024-04-22,2027-04-22,active
2243,352,1102,4828********3909,visa,classic,2024-12-22,2027-12-22,blocked
2244,1189,1969,4760********9531,visa,platinum,2023-08-03,2026-08-02,blocked
2245,200,524,4568********1560,visa,platinum,2024-03-11,2027-03-11,active
2246,835,1429,4653********6672,visa,classic,2023-09-11,2026-09-10,expired
2247,966,2608,4323********9241,mastercard,gold,2025-06-15,2028-06-14,blocked
2248,1094,604,4048********4895,visa,gold,2023-12-19,2026-12-18,active
2249,1619,1490,4619********4370,mastercard,gold,2025-09-30,2028-09-29,blocked
2250,578,2352,4695********6701,mastercard,platinum,2026-01-11,2029-01-10,active
2251,166,61,4549********3395,visa,gold,2025-04-22,2028-04-21,expired
2252,1356,2750,4517********2577,visa,classic,2024-04-02,2027-04-02,active
2253,47,672,4850********3165,mastercard,classic,2023-06-15,2026-06-14,active
2254,733,93,4049********6137,visa,classic,2023-12-17,2026-12-16,active
2255,1699,667,4287********7148,visa,classic,2025-03-17,2028-03-16,expired
2256,1052,1888,4317********3616,visa,classic,2023-10-24,2026-10-23,active
2257,369,281,4240********9772,visa,gold,2025-12-15,2028-12-14,active
2258,1950,1720,4177********1516,visa,platinum,2026-02-02,2029-02-01,active
2259,1264,360,4902********7336,visa,platinum,2025-10-23,2028-10-22,blocked
2260,1439,900,4227********7804,visa,classic,2025-08-28,2028-08-27,expired
2261,1265,1936,4578********2408,mastercard,classic,2024-03-24,2027-03-24,blocked
2262,1299,1995,4614********1206,mastercard,platinum,2024-06-30,2027-06-30,expired
2263,1376,2313,4606********6017,mastercard,gold,2026-01-20,2029-01-19,blocked
2264,1540,761,4188********1756,visa,classic,2026-02-20,2029-02-19,active
2265,1677,2159,4132********2323,mastercard,platinum,2024-09-30,2027-09-30,active
2266,656,2623,4799********1825,mastercard,classic,2025-01-04,2028-01-04,blocked
2267,131,43,4116********8105,visa,gold,2026-03-02,2029-03-01,expired
2268,1168,2174,4373********1451,mastercard,classic,2023-07-25,2026-07-24,active
2269,96,205,4221********8516,visa,platinum,2024-05-10,2027-05-10,active
